0;Câu 0; Mong Ứng Dụng Giúp Ích Được Cho Bạn;YES;OKE; OKE;TRUE;D
1;Câu 17; Cuộc bãi công của công nhân Ba Son (8-1925) đánh dấu bước phát triển mới của phong trào công nhân Việt Nam vì:;A. có mục đích chính trị rõ ràng.;B. có quy mô lớn.;C.  thời gian bãi công dài.;D. hình thức phong phú.;A
1;Câu 18; Sự kiện đánh dấu bước ngoặt trong hoạt động cách mạng của Nguyễn Ái Quốc từ chủ nghĩa yêu nước đến chủ nghĩa Mác-Lê-nin và đi theo con đường cách mạng vô sản là:;A. gửi tới hội nghị Véc-xai bản Yêu sách của nhân dân An Nam.;B. sáng lập Hội Liên hiệp các dân tộc thuộc địa.;C. đọc Sơ thảo lần thứ nhất những luận | Cương về vấn đề dân tộc và thuộc địa của Lê-nin.;D. bỏ phiếu tán thành việc gia nhập Quốc tế thứ ba và tham gia sáng lập Đảng Cộng sản Pháp.;D
1;Câu 19; So với cuộc khai thác thuộc địa lần thứ nhất (1897-1914), cuộc khai thác thuộc địa lần thứ hai (1912- 1929) của thực dân Pháp ở Việt Nam có điểm mới nào dưới đây?;A. Đầu tư vốn với tốc độ nhanh, quy mô lớn.;B. Vơ vét tài nguyên thiên nhiên.;C. Đầu tư vào ngành giao thông vận tải và ngân hàng.;D. Chỉ đầu tư vào nông nghiệp, khai thác mỏ.;A
1;Câu 20; Hội nghị thành lập Đảng Cộng sản Đảng Việt Nam đầu năm 1930 diễn ra ở?;A. Tân Trào (Tuyên Quang).;B. Cửu Long (Hương Cảng, Trung Quốc).;C. Quảng Châu (Trung Quốc).;D. Ma Cao (Trung Quốc).;B
1;Câu 21; Đội Việt Nam Tuyên truyền Giải phóng quân được thành lập theo chỉ thị của:;A. Võ Nguyên Giáp.;B. Hồ Chí Minh.;B. Văn Tiến Dũng.;D. Phạm Văn Đồng.;B
1;Câu 22; Ngày 19-8-1945 được chọn là ngày Cách mạng tháng Tám thành công vì đây là ngày diễn ra sự kiện:;A. khởi nghĩa giành chính quyền thắng lợi hoàn toàn ở Hà Nội.;B. địa phương cuỗi cùng trong Tổng khởi nghĩa tháng Tám giành được chính quyền.;C. thành lập Chính phủ cách mạng lâm thời.;D. vua Bảo Đại phải thoái vị, chấm dứt chế độ phong kiến ở Việt Nam.;A
1;Câu 23; Chỉ thị “Nhật-Pháp bắn nhau và hành động của chúng ta” của Đảng Cộng sản Đông Dương đã xác định kẻ thù chính, cụ thể, trước mắt của nhân dân Đông Dương là:;A. phát xít Nhật.;B. thực dân Pháp – phát xít Nhật.;C. thực dân Pháp.;D. thực dân Pháp và phong kiến tay sai.;A
1;Câu 24; Phương pháp đấu tranh được Đảng Cộng sản Đông Dương xác định trong thời kì 1936-1939 là:;A. công khai và hợp pháp.;B. bí mật và bất hợp pháp.;C. kết hợp đấu tranh chính trị với đấu tranh vũ trang.;D. công khai và nửa công khai, hợp pháp và nửa hợp pháp.;D
1;Câu 25; Chủ trương quan trọng nhất được Hội nghị lần thứ 8 Ban chấp hành Trung ương Đảng Cộng sản Đông Dương (Š- 1941) đề ra là:;A. đoàn kết với nhân dân thế giới chống chủ nghĩa phát xít.;B. giành chính quyền và ruộng đất về tay nhân dân Đông Dương.;C. giải phóng các dân tộc Đông Dương khỏi ách thống trị của Pháp – Nhật.;D. giải phóng các dân tộc Đông Dương ra khỏi ách thống trị của thực dân Pháp.;C
1;Câu 26; Sau Chiến tranh thế giới thứ hai, lực lượng Đồng minh kéo vào Việt Nam giải giáp quân đội phát xít Nhật gồm quân đội của các nước:;A. Anh, Mĩ.;B. Pháp, Trung Hoa dân quốc.;C. Anh, Trung Hoa dân quốc.;D. Liên Xô, Trung Hoa dân quốc.;C
1;Câu 27; Trong chiến dịch Điện Biên Phủ năm 1954, tướng Pháp bị bộ đội ta bắt sống là:;A. Đờ Lát đờ Tát-xi-nhi.;B. Na-va.;C. Bô-la-e.;D. Đờ Ca-xtơ-ri.;D
1;Câu 28; Mĩ can thiệp ngày càng sâu và dính líu trực tiếp vào cuộc chiến tranh của Pháp ở Đông Dương (1945-1954) vì:;A. muôn giúp Pháp hoàn thành xâm lược Đông Dương.;B. cả Pháp và Mĩ cùng trong phe tư bản chủ nghĩa.;C. muôn từng bước thay chân Pháp ở Đông Dương.;D. muốn thúc đây tự do dân chủ ở khu vực Đông Dương.;C
1;Câu 29; Mở màn chiến dịch Biên giới thu – đông năm 1950, quân ta tấn công vào cứ điểm của địch ở:;A. Đông Khê.;B. Thất Khê.;C. Cao Bằng.;D. Đồng Đăng.;A
1;Câu 30; Chiến thắng quân sự nào dưới đây đã làm phá sản hoàn toàn kế hoạch Na-va của thực dân Pháp ở Đông Dương?;A. Chiến dịch Việt Bắc thu -đông năm 1947;B. Chiến dịch Biên giới thu-đông năm 1950;C. Cuộc tiến công chiến lược Đông-Xuân 1953-1954.;D. Chiến dịch Điện Biên Phủ năm 1954.;D
1;Câu 31; Quyền của ba nước Đông Dương được các nước tham dự Hội nghị Giơnevơ (1954) cam kết tôn trọng là:;A. quyền được hưởng độc lập, tự do.;B. các quyền dân tộc cơ bản.;C. quyền tô chức Tổng tuyển cử tự do.;D. quyền chuyền quân tập kết ra Bắc.;B
1;Câu 32; Ngày 10 tháng 10 năm 1954 đánh dấu sự kiện:;A. bộ đội ta tiến về giải phóng Thủ đô.;B. quân Pháp rút khỏi miền Bắc.;C. quân Pháp rút khỏi Hải Phòng.;D. đất nước tạm thời chia cắt.;A
1;Câu 33; Khó khăn lớn nhất trực tiếp đe dọa nền độc lập của Việt Nam sau Cách mạng tháng Tám năm 1945 là:;A. cùng lúc phải đối phó với thù trong, giặc ngoài.;B. nhà nước cách mạng còn non trẻ;C. ngân sách trống rỗng, tài chính rối loạn.;D. nền kinh tế bị tàn phá nặng nề.;A
1;Câu 34; Nội dung nào dưới đây không phải là âm mưu của Mĩ trong chiến tranh phá hoại miền Bắc Việt Nam lần thứ nhất (1965-1968)?;A. phá hoại tiềm lực kinh tế và công cuộc xây dựng chủ nghĩa xã hội ở miền Bắc.;B. ngăn chặn nguồn chỉ viện từ bên ngoài vào miền Bắc và từ miền Bắc vào miền Nam.;C. cứu nguy cho chiến lược “chiến tranh cục bộ”.;C;D. phá hoại tiềm lực kinh tế, quốc phòng và công cuộc xây dựng chủ nghĩa xã hội ở miền Bắc.
1;Câu 35; Trong cuộc chiến đấu chống chiến lược “Chiến tranh đặc biệt” (1961-1965) của quân ” miền Nam Việt Nam đã dấy lên phong trào:;A. “Thi đua Ấp Bắc, giết giặc lập công”.;B. “Tìm Mĩ mà đánh, lùng ngụy mà diệt”.;C. “Đánh cho MĨ cút, đánh cho ngụy nhào”.;D. “Đồng khởi”.;A
1;Câu 36; Phong trào “Đồng khởi” đánh dấu bước phát triển nhảy vọt của cách mạng miền Nam Việt Nam vì đã:;A. làm lung lay tận gốc chính quyền Ngô Đình Diệm.;B. giáng đòn nặng nè vào chính sách thực dân kiểu mới của Mĩ ở miền Nam.;C. phá vỡ từng mảng lớn bộ máy cai trị của địch ở miền Nam Việt Nam.;D. đưa cách mạng miền Nam từ thế giữ gìn lực lượng chuyền sang thế tiến công.;C
1;Câu 37; Chiến thắng nào dưới đây của quân dân ta đã buộc Mĩ phải kí Hiệp định Pa-ri năm 1973 về chấm dứt chiến tranh ở Việt Nam?;A. Chiến thắng Ấp Bắc (Mĩ Tho).;B. Chiến thắng Vạn Tường (Quảng Ngãi).;C. Chiến thắng “Điện Biên Phủ trên không”.;D. Tông tiến công và nôi dậy Tết Mậu Thân 1968.;C
1;Câu 38; Căn cứ để Bộ Chính trị Trung ương Đảng đề ra kế hoạch giải phóng hoàn toàn miền Nam cuối năm 1974 – đầu năm 1975 là:;A. quân đội Sài Gòn mắt chỗ dựa sau Hiệp định Pa-ri năm 1973.;B. quân đội Sài Gòn bắt đầu khủng hoảng và suy yếu sau Hiệp định Pa-ri năm 1973.;C. tình hình ở miền Nam bắt đầu có lợi cho cách mạng sau Hiệp định Pa-ri năm 1973.;D. so sánh lực lượng ở miền Nam thay đổi mau lẹ có lợi cho cách mạng.;D
1;Câu 39; Trong đường lối đổi mới (1986), Đảng ta chủ trương lấy đổi mới kinh tế là trọng tâm vì:;A. hàng hóa trên thị trường khan hiếm.;B. nhu cầu giải quyết việc làm cho nhân dân.;C. đất nước đang khủng hoảng kinh tế trầm trọng.;D. đất nước đang thiếu lương thực trầm trọng.;C
1;Câu 40; Nhân tố hàng đầu đảm báo thắng lợi của cách mạng Việt Nam từ năm 1930 đến nay là:;A. sự lãnh đạo của Đảng Cộng sản Việt Nam.;B. kết hợp sức mạnh dân tộc và sức mạnh thời đại.;C. nắm vững ngọn cờ độc lập dân tộc và chủ nghĩa xã hội.;D. không ngừng củng cố tăng cường khối đại đoàn kết dân tộc.;A
2;Câu 1; Thành tựu đánh dấu nền khoa học - kỹ thuật Xô viết có bước phát triển vượt bậc trong thời kì 1945-1950 là;A. đưa người vào vũ trụ.;B. đưa người lên mặt trăng.;C. chế tạo thành công bom nguyên tử.;D. chế tạo được tàu ngầm nguyên tử.;C
2;Câu 2; Sau khi lên nắm quyền lãnh đạo Đảng Cộng sản Liên Xô (3-1985), Gooc- ba-chốp đã thực hiện;A. tăng cường quan hệ với Mĩ.;B. đường lối cải tổ.;C. tiếp tục những chính sách cũ.;D. hợp tác với các nước phương Tây.;B
2;Câu 3; Điều kiện khách quan nào sau đây tạo thuận lợi cho các dân tộc Đông Nam Á nổi dậy giành chính quyền sau Chiến tranh thế giới thứ hai ?;A. Các nước Đồng minh tiến vào giải phóng Đông Nam Á.;B. Liên Xô giúp đỡ các nước Đông Nam Á.;C. Phát xít Nhật đầu hàng Đồng minh không điều kiện.;D. Được sự giúp đỡ của quân Mĩ.;C
2;Câu 4; Các quốc gia Đông Nam Á tham gia sáng lập tổ chức ASEAN là;A. Thái Lan, Mi-an-ma, Ma-lai-xi-a, Xin-ga-po và Phi-líp-pin;B. Thái Lan, Bru-nây, Ma-lai-xi-a, Xin-ga-po và Phi-líp-pin.;C. Thái Lan, In-đô-nê-xi-a, Ma-lai-xi-a, Xin-ga-po và Phi-líp-pin.;D. Thái Lan, Cam-pu-chia, Ma-lai-xi-a, Xin-ga-po và Phi-líp-pin.;C
2;Câu 5; Quốc gia khởi đầu trong phong trào đấu tranh chống chủ nghĩa thực dân ở châu Phi sau Chiến tranh thế giới thứ hai là;A. Ai-cập.;B. An-giê-ri.;C. Xu-đăng.;D. Ăng-gô-la.;A
2;Câu 6; Quốc gia nào dưới đây được coi như “Một ngọn cờ tiên phong đi hàng đầu” trong phong trào giải phóng dân tộc ở khu vực Mĩ La-tinh sau Chiến tranh thế giới thứ hai ?;A. Cu-ba.;B. Ni-ca-ra-goa.;C. Bô-li-vi-a.;D. Chi-lê.;A
2;Câu 7; Sau Chiến tranh thế giới thứ hai đến năm 1973 tình hình nổi bật của kinh tế nước Mĩ là;A. công nghiệp giữ vai trò quan trọng nhất.;B. phụ thuộc chặt chẽ vào các nước châu Âu;C. trở thành nước tư bản giàu mạnh nhất thế giới.;D. nhanh chóng khôi phục nền kinh tế và đạt được bước phát triển “thần kì”.;C
2;Câu 8; Sự kiện nào sau đây đánh dấu chế độ xã hội chủ nghĩa ở Liên Xô chấm dứt ?;A. Đảng Cộng sản Liên Xô bị đình chỉ hoạt động.;B. Các nước cộng hòa tách ra khỏi Liên bang Xô viết và tuyên bố độc lập.;C. Cộng đồng các quốc gia độc lập (SNG) thành lập.;D. Lá cờ Liên bang Xô viết trên nóc điện Crem-li bị hạ xuống.;D
2;Câu 9; Sự liên kết cao nhất của các nước Tây Âu sau chiến tranh thế giới thứ hai đến nay gắn với sự ra đời của tổ chức nào dưới đây ?;A. Cộng đồng than-thép châu âu.;B, Liên minh châu  âu.;C. Cộng đồng châu  âu.;D. Cộng đồng kinh tế châu âu.;B
2;Câu 10; Cơ sở hình thành khuôn khổ của trật tự thế giới hai cực Ianta sau Chiến tranh thế giới thứ hai là;A. quyết định về việc phân chia khu vực ảnh hưởng ở châu âu của Hội nghị Ianta.;B. quyết định về việc phân chia phạm vi ảnh hưởng ở châu Á của Hội nghị Ianta.;C. toàn bộ những thỏa thuận của ba cường quốc Liên Xô, Mĩ, Anh sau Hội nghị Ianta.;D. toàn bộ những thỏa thuận quy định về việc phân chia ảnh hưởng giữa hai cường quốc Liên Xô và Mĩ tại Hội nghị Ianta.;D
2;Câu 11; Một trong những thành tựu kĩ thuật được đánh giá quan trọng nhất của thế kỷ XX là;A. tìm ra phương pháp sinh sản vô tính.;B. chế tạo thành công bom nguyên tử.;C. công bố “Bản đồ gen người”.;D. Phát minh ra máy tính điện tử.;D
2;Câu 12; Biểu hiện rõ nhất thể hiện sự phát triển kinh tế “thần kì” của Nhật Bản từ năm 1960 đến năm 1973 là;A. kinh tế vượt Anh, Pháp, Đức, Italia.;B. tốc độ tăng trưởng bình quân hằng năm tăng nhanh.;C. trở thành một trong ba trung tâm kinh tế - tài chính lớn của thế giới.;D. dẫn đầu thế giới về công nghiệp dân dụng.;C
2;Câu 13; Điểm khác biệt cơ bản giữa phong trào giải phóng dân tộc ở khu vực Mĩ La-tinh và phong trào giải phóng dân tộc ở châu Phi sau Chiến tranh thế giới thứ hai là;A. Mĩ La-tinh chống chủ nghĩa thực dân mới, châu Phi chống chủ nghĩa thực dân cũ.;B. Mĩ La-tinh chống chủ nghĩa thực dân cũ, châu Phi chống chủ nghĩa thực dân mới.;C. hình thức đấu tranh của Mĩ La-tinh đa dạng, phong phú hơn châu Phi.;D. mức độ giành được độc lập của Mĩ La-tinh triệt để hơn châu Phi.;A
2;Câu 14; Trong cuộc khai thác thuộc địa lần thứ hai ở Việt Nam sau Chiến tranh thế giới thứ nhất thực dân Pháp tăng cường đầu tư nhiều nhất vào lĩnh vực;A. công nghiệp chế tạo máy.;B. khai mỏ và đồn điền cao su.;C. giao thông vận tải.;D. thương nghiệp.;B
2;Câu 15; Tổ chức cách mạng được Nguyễn Ái Quốc thành lập ở Quảng Châu, Trung Quốc (6-1925) là;A. Tâm tâm xã.;B. Hội Việt Nam Cách mạng Thanh niên.;C. Tân Việt Cách mạng đảng.;D. Hội Liên hiệp các dân tộc thuộc địa.;B
2;Câu 16; Tác phẩm nào dưới đây tập hợp những bài giảng của Nguyễn Ái Quốc tại các lớp huấn luyện đào tạo cán bộ cách mạng ở Quảng Châu, Trung Quốc ?;A. Nhật kí trong tù.;B. Đường Kách mệnh.;C. Hồ Chí Minh toàn tập.;D. Bản án chế độ thực dân Pháp.;B
2;Câu 17; Cuộc bãi công của công nhân Ba Son (8-1925) đánh dấu bước phát triển mới của phong trào công nhân Việt Nam vì;A. có mục đích chính trị rõ ràng.;B. có quy mô lớn.;C. thời gian bãi công dài.;D. hình thức phong phú.;A
2;Câu 18; Sự kiện đánh dấu bước ngoặt trong hoạt động cách mạng của Nguyễn Ái Quốc từ chủ nghĩa yêu nước đến chủ nghĩa Mác-Lê-nin và đi theo con đường cách mạng vô sản là;A. gửi tới hội nghị Véc-xai bản Yêu sách của nhân dân An Nam.;B. sáng lập Hội Liên hiệp các dân tộc thuộc địa.;C. đọc Sơ thảo lần thứ nhất những luận cương về vấn đề dân tộc và thuộc địa của Lê-nin.;D. bỏ phiếu tán thành việc gia nhập Quốc tế thứ ba và tham gia sáng lập Đảng Cộng sản Pháp.;D
2;Câu 19; So với cuộc khai thác thuộc địa lần thứ nhất (1897-1914), cuộc khai thác thuộc địa lần thứ hai (1919-1929) của thực dân Pháp ở Việt Nam có điểm mới nào dưới đây ?;A. Đầu tư vốn với tốc độ nhanh, quy mô lớn.;B. Vơ vét tài nguyên thiên nhiên.;C. Đầu tư vào ngành giao thông vận tải và ngân hàng.;D. Chỉ đầu tư vào nông nghiệp, khai thác mỏ.;A
2;Câu 20; Hội nghị thành lập Đảng Cộng sản Đảng Việt Nam đầu năm 1930 diễn ra ở;A. Tân Trào (Tuyên Quang).;B. Cửu Long (Hương Cảng, Trung Quốc).;C. Quảng Châu (Trung Quốc).;D. Ma Cao (Trung Quốc).;B
2;Câu 21; Đội Việt Nam Tuyên truyền Giải phóng quân được thành lập theo chỉ thị của;A. Võ Nguyên Giáp.;B. Hồ Chí Minh.;C. Văn Tiến Dũng.;D. Phạm Văn Đồng.;B
2;Câu 22; Ngày 19-8-1945 được chọn là ngày Cách mạng tháng Tám thành công vì đây là ngày diễn ra sự kiện;A. khởi nghĩa giành chính quyền thắng lợi hoàn toàn ở Hà Nội.;B. địa phương cuối cùng trong Tổng khởi nghĩa tháng Tám giành được chính quyền.;C. thành lập Chính phủ cách mạng lâm thời.;D. vua Bảo Đại phải thoái vị, chấm dứt chế độ phong kiến ở Việt Nam.;A
2;Câu 23; Chỉ thị “Nhật-Pháp bắn nhau và hành động của chúng ta” của Đảng Cộng sản Đông Dương đã xác định kẻ thù chính, cụ thể, trước mắt của nhân dân Đông Dương là;A. phát xít Nhật.;B. thực dân Pháp - phát xít Nhật.;C. thực dân Pháp.;D. thực dân Pháp và phong kiến tay sai.;A
2;Câu 24; Phương pháp đấu tranh được Đảng Cộng sản Đông Dương xác định trong thời kì 1936-1939 là;A. công khai và hợp pháp.;B. bí mật và bất hợp pháp.;C. kết hợp đấu tranh chính trị với đấu tranh vũ trang.;D. công khai và nửa công khai, hợp pháp và nửa hợp pháp.;D
2;Câu 25; Chủ trương quan trọng nhất được Hội nghị lần thứ 8 Ban chấp hành Trung ương Đảng Cộng sản Đông Dương (5-1941) đề ra là;A. đoàn kết với nhân dân thế giới chống chủ nghĩa phát xít.;B. giành chính quyền và ruộng đất về tay nhân dân Đông Dương.;C. giải phóng các dân tộc Đông Dương khỏi ách thống trị của Pháp - Nhật.;D. giải phóng các dân tộc Đông Dương ra khỏi ách thống trị của thực dân Pháp.;C
2;Câu 26; Sau Chiến tranh thế giới thứ hai, lực lượng Đồng minh kéo vào Việt Nam giải giáp quân đội phát xít Nhật gồm quân đội của các nước;A. Anh, Mĩ.;B. Pháp, Trung Hoa dân quốc.;C. Anh, Trung Hoa dân quốc.;D. Liên Xô, Trung Hoa dân quốc.;C
2;Câu 27; Trong chiến dịch Điện Biên Phủ năm 1954, tướng Pháp bị bộ đội ta bắt sống là;A. Đà Lát đờ Tát-xi-nhi.;B. Na-va.;C. Bô-la-e.;D. Đờ Ca-xtơ-ri.;D
2;Câu 28; Mĩ can thiệp ngày càng sâu và dính líu trực tiếp vào cuộc chiến tranh của Pháp ở Đông Dương (1945-1954) vì;A. muốn giúp Pháp hoàn thành xâm lược Đông Dương.;B. cả Pháp và Mĩ cùng trong phe tư bản chủ nghĩa.;C. muốn từng bước thay chân Pháp ở Đông Dương.;D. muốn thúc đẩy tự do dân chủ ở khu vực Đông Dương.;C
2;Câu 29; Mở màn chiến dịch Biên giới thu - đông năm 1950, quân ta tấn công vào cứ điểm của địch ở;A. Đông Khê.;B. Thất Khê.;C. Cao Bằng.;D. Đồng Đăng.;A
2;Câu 30; Chiến thắng quân sự nào dưới đây đã làm phá sản hoàn toàn kế hoạch Na-va của thực dân Pháp ở Đông Dương ?;A. Chiến dịch Việt Bắc thu-đông năm 1947.;B. Chiến dịch Biên giới thu-đông năm 1950.;C. Cuộc tiến công chiến lược Đông-Xuân 1953-1954.;D. Chiến dịch Điện Biên Phủ năm 1954.;D
2;Câu 31; Quyền của ba nước Đông Dương được các nước tham dự Hội nghị Giơnevơ (1954) cam kết tôn trọng là;A. quyền được hưởng độc lập, tự do.;B. các quyền dân tộc cơ bản.;C. quyền tổ chức Tổng tuyển cử tự do.;D. quyền chuyển quân tập kết ra Bắc.;B
2;Câu 32; Ngày 10 tháng 10 năm 1954 đánh dấu sự kiện;A. bộ đội ta tiến về giải phóng Thủ đô.;B. quân Pháp rút khỏi miền Bắc.;C. quân Pháp rút khỏi Hải Phòng.;D. đất nước tạm thời chia cắt.;A
2;Câu 33; Khó khăn lớn nhất trực tiếp đe dọa nền độc lập của Việt Nam sau Cách mạng tháng Tám năm 1945 là;A. cùng lúc phải đối phó với thù trong, giặc ngoài.;B. nhà nước cách mạng còn non trẻ;C. ngân sách trống rỗng, tài chính rối loạn.;D. nền kinh tế bị tàn phá nặng nề.;A
2;Câu 34; Nội dung nào dưới đây không phải là âm mưu của Mỹ trong chiến tranh phá hoại miên Bắc Việt Nam lần thứ nhất (1965-1968) ?;A. phá hoại tiềm lực kinh tế và công cuộc xây dựng chủ nghĩa xã hội ở miền Bắc.;B. ngăn chặn nguồn chi viện từ bên ngoài vào miền Bắc và từ miền Bắc vào miền Nam.;C. cứu nguy cho chiến lược “chiến tranh cục bộ”.;D. Phá hoại tiềm lực kinh tế, quốc phòng và công cuộc xây dựng chủ nghĩa xã hội ở miền Bắc.;C
2;Câu 35; Trong cuộc chiến đấu chống chiến lược “Chiến tranh đặc biệt” (1961-1965) của quân dân miền Nam Việt Nam đã dấy lên phong trào;A. “Thi đua Ấp Bắc, giết giặc lập công”.;B. “Tim Mĩ mà đánh, lùng ngụy mà diệt”.;C. “Đánh cho Mỹ cút, đánh cho ngụy nhào”.;D. “Đồng khởi”.;A
2;Câu 36; Phong trào “Đồng khởi” đánh dấu bước phát triển nhảy vọt của cách mạng miền Nam Việt Nam vì đã;A. làm lung lay tận gốc chính quyền Ngô Đình Diệm.;B. giáng đòn nặng nề vào chính sách thực dân kiểu mới của Mĩ ở miền Nam.;C. phá vỡ từng mảng lớn bộ máy cai trị của địch ở miền Nam Việt Nam.;D. đưa cách mạng miền Nam từ thế giữ gìn lực lượng chuyển sang thế tiến công.;D
